0		1	1	0.346049	412	1	0
0		1	1	0.347972	422	1	0
0		1	1	0.259912	448	2	0.455
0		1	1	0.175066	430	2	2.18
0		1	1	0.0911363	443	3	1.48
0		1	1	0.10101	444	3	1.64
0		1	1	0.3528	428	0	0
0		1	1	0.356878	437	0	0
0		1	1	0.362321	450	1	0
0		1	1	0.294806	442	1	0.28
0		1	1	0.143224	432	1	2
0		1	1	0.359114	441	0	0
0		1	1	0.354447	432	0	0
0		1	1	0.363639	448	0	0
0		1	1	0.366563	452	0	0
0		1	1	0.364347	449	0	0
0		1	1	0.235504	448	1	2.37
0		1	1	0.3549	433	0	0
0		1	1	0.350081	419	0	0
0		1	1	0.351422	424	0	0
0		1	1	0.195219	444	3	0.74
0		1	1	0.0938444	443	2	1.52
0		1	1	0.122401	431	2	1.03
0		1	1	0.34917	414	0	0
0		1	1	0.349864	418	0	0
0		1	1	0.0872303	406	1	1.81
0		1	1	0.129224	410	1	0.95
0		1	1	0.062131	414	2	1.715
0		1	1	0.274793	413	1	0.31
0		1	1	0.220565	416	1	0.55
0		1	1	0.13333	421	1	2
0		1	1	0.213295	417	1	2.37
0		1	1	0.081544	423	2	1.765
0		1	1	0.271096	426	1	2.61
0		1	1	0.0546622	422	2	1.615
0		1	1	0.131156	412	1	2.01
0		1	1	0.265783	414	1	0.35
0		1	1	0.206013	412	1	0.61
0		1	1	0.173764	413	1	2.2
0		1	1	0.34904	413	0	0
0		1	1	0.348927	400	0	0
0		1	1	0.271038	433	1	0.36
0		1	1	0.298651	438	1	0.25
0		1	1	0.303603	442	1	0.24
0		1	1	0.219657	425	1	0.57
0		1	1	0.143475	416	2	0.875
0		1	1	0.348649	404	0	0
0		1	1	0.348927	412	0	0
0		1	1	0.351741	387	0	0
0		1	1	0.110141	400	1	1.04
0		1	1	0.0778074	406	2	1.8
0		1	1	0.348927	400	0	0
0		1	1	0.16746	392	1	2.16
0		1	1	0.0749775	388	3	1.21667
0		1	1	0.356878	375	0	0
0		1	1	0.350751	382	1	0
0		1	1	0.347972	390	1	0
0		1	1	0.0814134	384	1	1.28
0		1	1	0.178326	404	2	0.715
0		1	1	0.18863	410	3	0.666667
0		1	1	0.173714	408	3	0.73
0		1	1	0.0540545	387	2	1.555
0		1	1	0.358531	372	0	0
0		1	1	0.129184	358	1	1.62
