0		2.82519	3.35189	0.350315
0		2.82519	3.35189	0.345768
0		2.82519	3.35189	0.348692
0		2.82519	3.35189	0.348753
0		2.82519	3.35189	0.348753
0		2.82519	3.35189	0.351422
0		2.82519	3.35189	0.346994
0		2.82519	3.35189	0.272853
0		2.82519	3.35189	0.348649
0		2.82519	3.35189	0.348649
1		2.54261	2.7226	0.348692
1		2.54261	2.7226	0.355856
1		2.54261	2.7226	0.353187
1		2.54261	2.7226	0.349864
1		2.54261	2.7226	0.345742
1		2.54261	2.7226	0.349864
1		2.54261	2.7226	0.34826
1		2.54261	2.7226	0.34917
1		2.54261	2.7226	0.34904
1		2.54261	2.7226	0.346294
2		3.23309	2.3686	0.349483
2		3.23309	2.3686	0.348622
2		3.23309	2.3686	0.194657
2		3.23309	2.3686	0.350566
2		3.23309	2.3686	0.348692
2		3.23309	2.3686	0.34917
2		3.23309	2.3686	0.348692
2		3.23309	2.3686	0.0432373
2		3.23309	2.3686	0.141775
2		3.23309	2.3686	0.3528
3		4.12639	1.27372	0.348753
3		4.12639	1.27372	0.348622
3		4.12639	1.27372	0.348622
3		4.12639	1.27372	0.34917
3		4.12639	1.27372	0.34904
3		4.12639	1.27372	0.350081
3		4.12639	1.27372	0.35243
3		4.12639	1.27372	0.350566
3		4.12639	1.27372	0.351741
3		4.12639	1.27372	0.348753
4		3.94389	1.70826	0.350834
4		3.94389	1.70826	0.349864
4		3.94389	1.70826	0.350315
4		3.94389	1.70826	0.348622
4		3.94389	1.70826	0.34917
4		3.94389	1.70826	0.348622
4		3.94389	1.70826	0.34904
4		3.94389	1.70826	0.350081
4		3.94389	1.70826	0.348927
4		3.94389	1.70826	0.34917
5		3.26428	2.85292	0.354447
5		3.26428	2.85292	0.354447
5		3.26428	2.85292	0.350566
5		3.26428	2.85292	0.352077
5		3.26428	2.85292	0.348564
5		3.26428	2.85292	0.348831
5		3.26428	2.85292	0.351119
5		3.26428	2.85292	0.349864
5		3.26428	2.85292	0.348753
5		3.26428	2.85292	0.275839
6		5.07752	3.86414	0.349665
6		5.07752	3.86414	0.349954
6		5.07752	3.86414	0.349864
6		5.07752	3.86414	0.34917
6		5.07752	3.86414	0.348753
6		5.07752	3.86414	0.3528
6		5.07752	3.86414	0.348649
6		5.07752	3.86414	0.350315
6		5.07752	3.86414	0.34917
6		5.07752	3.86414	0.34917
7		0.87393	3.19562	0.348649
7		0.87393	3.19562	0.201465
7		0.87393	3.19562	0.34917
7		0.87393	3.19562	0.345733
7		0.87393	3.19562	0.351614
7		0.87393	3.19562	0.353187
7		0.87393	3.19562	0.345768
7		0.87393	3.19562	0.34917
7		0.87393	3.19562	0.350315
7		0.87393	3.19562	0.34904
8		1.54371	1.65824	0.345874
8		1.54371	1.65824	0.34661
8		1.54371	1.65824	0.348831
8		1.54371	1.65824	0.350834
8		1.54371	1.65824	0.348649
8		1.54371	1.65824	0.349864
8		1.54371	1.65824	0.352077
8		1.54371	1.65824	0.350315
8		1.54371	1.65824	0.352077
8		1.54371	1.65824	0.346163
9		2.18338	2.84821	0.350834
9		2.18338	2.84821	0.349665
9		2.18338	2.84821	0.348649
9		2.18338	2.84821	0.348692
9		2.18338	2.84821	0.351422
9		2.18338	2.84821	0.34826
9		2.18338	2.84821	0.350315
9		2.18338	2.84821	0.351422
9		2.18338	2.84821	0.35401
9		2.18338	2.84821	0.345768
10		4.76638	2.45614	0.349483
10		4.76638	2.45614	0.35359
10		4.76638	2.45614	0.348692
10		4.76638	2.45614	0.348649
10		4.76638	2.45614	0.3528
10		4.76638	2.45614	0.34904
10		4.76638	2.45614	0.348622
10		4.76638	2.45614	0.35243
10		4.76638	2.45614	0.34917
10		4.76638	2.45614	0.350834
11		2.67957	2.48431	0.348753
11		2.67957	2.48431	0.350834
11		2.67957	2.48431	0.348753
11		2.67957	2.48431	0.348649
11		2.67957	2.48431	0.351119
11		2.67957	2.48431	0.351741
11		2.67957	2.48431	0.34661
11		2.67957	2.48431	0.350566
11		2.67957	2.48431	0.34917
11		2.67957	2.48431	0.348614
12		2.32389	3.977	0.350834
12		2.32389	3.977	0.352077
12		2.32389	3.977	0.348753
12		2.32389	3.977	0.351119
12		2.32389	3.977	0.0925228
12		2.32389	3.977	0.352077
12		2.32389	3.977	0.34661
12		2.32389	3.977	0.350834
12		2.32389	3.977	0.349483
12		2.32389	3.977	0.349483
13		2.51831	3.98459	0.36096
13		2.51831	3.98459	0.345768
13		2.51831	3.98459	0.348927
13		2.51831	3.98459	0.363825
13		2.51831	3.98459	0.350834
13		2.51831	3.98459	0.346049
13		2.51831	3.98459	0.345768
13		2.51831	3.98459	0.349864
13		2.51831	3.98459	0.349665
13		2.51831	3.98459	0.349225
14		0.404917	2.35966	0.347449
14		0.404917	2.35966	0.348622
14		0.404917	2.35966	0.348649
14		0.404917	2.35966	0.281845
14		0.404917	2.35966	0.34826
14		0.404917	2.35966	0.348649
14		0.404917	2.35966	0.348649
14		0.404917	2.35966	0.354447
14		0.404917	2.35966	0.163287
14		0.404917	2.35966	0.346294
15		3.4132	3.78049	0.348649
15		3.4132	3.78049	0.348649
15		3.4132	3.78049	0.35243
15		3.4132	3.78049	0.349864
15		3.4132	3.78049	0.348831
15		3.4132	3.78049	0.356359
15		3.4132	3.78049	0.239651
15		3.4132	3.78049	0.348927
15		3.4132	3.78049	0.348614
15		3.4132	3.78049	0.350834
16		4.94436	1.93275	0.348614
16		4.94436	1.93275	0.348622
16		4.94436	1.93275	0.348649
16		4.94436	1.93275	0.348753
16		4.94436	1.93275	0.34917
16		4.94436	1.93275	0.348614
16		4.94436	1.93275	0.348753
16		4.94436	1.93275	0.34904
16		4.94436	1.93275	0.34917
16		4.94436	1.93275	0.350081
17		4.66723	2.12771	0.349483
17		4.66723	2.12771	0.348622
17		4.66723	2.12771	0.350315
17		4.66723	2.12771	0.35401
17		4.66723	2.12771	0.350315
17		4.66723	2.12771	0.35243
17		4.66723	2.12771	0.350566
17		4.66723	2.12771	0.348622
17		4.66723	2.12771	0.349483
17		4.66723	2.12771	0.348831
18		2.45085	2.59206	0.348753
18		2.45085	2.59206	0.350834
18		2.45085	2.59206	0.348614
18		2.45085	2.59206	0.350834
18		2.45085	2.59206	0.350834
18		2.45085	2.59206	0.350315
18		2.45085	2.59206	0.244828
18		2.45085	2.59206	0.352077
18		2.45085	2.59206	0.352077
18		2.45085	2.59206	0.349483
19		3.50146	2.78875	0.34917
19		3.50146	2.78875	0.348753
19		3.50146	2.78875	0.349483
19		3.50146	2.78875	0.348753
19		3.50146	2.78875	0.348831
19		3.50146	2.78875	0.347449
19		3.50146	2.78875	0.348622
19		3.50146	2.78875	0.348649
19		3.50146	2.78875	0.348753
19		3.50146	2.78875	0.348927
20		2.95261	2.90145	0.352077
20		2.95261	2.90145	0.356878
20		2.95261	2.90145	0.34917
20		2.95261	2.90145	0.348831
20		2.95261	2.90145	0.349483
20		2.95261	2.90145	0.347449
20		2.95261	2.90145	0.34917
20		2.95261	2.90145	0.345874
20		2.95261	2.90145	0.34917
20		2.95261	2.90145	0.348753
21		2.37853	1.68863	0.349318
21		2.37853	1.68863	0.348927
21		2.37853	1.68863	0.349864
21		2.37853	1.68863	0.348753
21		2.37853	1.68863	0.35359
21		2.37853	1.68863	0.350834
21		2.37853	1.68863	0.34917
21		2.37853	1.68863	0.351422
21		2.37853	1.68863	0.348753
21		2.37853	1.68863	0.348614
22		4.66593	0.79812	0.348927
22		4.66593	0.79812	0.348692
22		4.66593	0.79812	0.349483
22		4.66593	0.79812	0.348622
22		4.66593	0.79812	0.350834
22		4.66593	0.79812	0.349483
22		4.66593	0.79812	0.348622
22		4.66593	0.79812	0.349483
22		4.66593	0.79812	0.348831
22		4.66593	0.79812	0.34904
23		2.64853	3.22999	0.346294
23		2.64853	3.22999	0.354447
23		2.64853	3.22999	0.169275
23		2.64853	3.22999	0.350315
23		2.64853	3.22999	0.349864
23		2.64853	3.22999	0.347972
23		2.64853	3.22999	0.348649
23		2.64853	3.22999	0.34917
23		2.64853	3.22999	0.350834
23		2.64853	3.22999	0.35401
24		3.34229	0.96921	0.348831
24		3.34229	0.96921	0.349665
24		3.34229	0.96921	0.348753
24		3.34229	0.96921	0.34917
24		3.34229	0.96921	0.350566
24		3.34229	0.96921	0.348692
24		3.34229	0.96921	0.348753
24		3.34229	0.96921	0.350081
24		3.34229	0.96921	0.348831
24		3.34229	0.96921	0.348927
25		1.61762	0.978996	0.348753
25		1.61762	0.978996	0.349864
25		1.61762	0.978996	0.351119
25		1.61762	0.978996	0.349225
25		1.61762	0.978996	0.351741
25		1.61762	0.978996	0.3549
25		1.61762	0.978996	0.352077
25		1.61762	0.978996	0.348927
25		1.61762	0.978996	0.3549
25		1.61762	0.978996	0.349483
26		4.2351	2.4732	0.35359
26		4.2351	2.4732	0.348753
26		4.2351	2.4732	0.348649
26		4.2351	2.4732	0.350834
26		4.2351	2.4732	0.0993983
26		4.2351	2.4732	0.348622
26		4.2351	2.4732	0.349483
26		4.2351	2.4732	0.350081
26		4.2351	2.4732	0.351741
26		4.2351	2.4732	0.127133
27		2.2292	1.78261	0.34917
27		2.2292	1.78261	0.0962983
27		2.2292	1.78261	0.35537
27		2.2292	1.78261	0.352077
27		2.2292	1.78261	0.347972
27		2.2292	1.78261	0.348649
27		2.2292	1.78261	0.345874
27		2.2292	1.78261	0.346049
27		2.2292	1.78261	0.349318
27		2.2292	1.78261	0.113297
28		2.77179	3.21949	0.348692
28		2.77179	3.21949	0.251279
28		2.77179	3.21949	0.345733
28		2.77179	3.21949	0.351741
28		2.77179	3.21949	0.352077
28		2.77179	3.21949	0.348564
28		2.77179	3.21949	0.349864
28		2.77179	3.21949	0.350315
28		2.77179	3.21949	0.34661
28		2.77179	3.21949	0.34917
29		2.71222	2.73828	0.348649
29		2.71222	2.73828	0.351119
29		2.71222	2.73828	0.0998356
29		2.71222	2.73828	0.348753
29		2.71222	2.73828	0.34826
29		2.71222	2.73828	0.127839
29		2.71222	2.73828	0.345768
29		2.71222	2.73828	0.34917
29		2.71222	2.73828	0.349318
29		2.71222	2.73828	0.0735453
30		3.57004	3.97116	0.349665
30		3.57004	3.97116	0.348753
30		3.57004	3.97116	0.348927
30		3.57004	3.97116	0.350834
30		3.57004	3.97116	0.348753
30		3.57004	3.97116	0.0901023
30		3.57004	3.97116	0.348753
30		3.57004	3.97116	0.34917
30		3.57004	3.97116	0.349483
30		3.57004	3.97116	0.348927
31		2.65469	2.9301	0.349864
31		2.65469	2.9301	0.35243
31		2.65469	2.9301	0.350315
31		2.65469	2.9301	0.352077
31		2.65469	2.9301	0.349483
31		2.65469	2.9301	0.348831
31		2.65469	2.9301	0.352077
31		2.65469	2.9301	0.349483
31		2.65469	2.9301	0.35243
31		2.65469	2.9301	0.348753
32		2.17657	1.66804	0.350834
32		2.17657	1.66804	0.345768
32		2.17657	1.66804	0.260502
32		2.17657	1.66804	0.349864
32		2.17657	1.66804	0.348614
32		2.17657	1.66804	0.351741
32		2.17657	1.66804	0.35243
32		2.17657	1.66804	0.0708351
32		2.17657	1.66804	0.354447
32		2.17657	1.66804	0.349483
33		3.84736	2.72829	0.0802048
33		3.84736	2.72829	0.348927
33		3.84736	2.72829	0.349483
33		3.84736	2.72829	0.352077
33		3.84736	2.72829	0.0471323
33		3.84736	2.72829	0.350834
33		3.84736	2.72829	0.0995218
33		3.84736	2.72829	0.348614
33		3.84736	2.72829	0.352077
33		3.84736	2.72829	0.350566
34		2.61722	2.23435	0.345953
34		2.61722	2.23435	0.3528
34		2.61722	2.23435	0.350081
34		2.61722	2.23435	0.345733
34		2.61722	2.23435	0.351741
34		2.61722	2.23435	0.35537
34		2.61722	2.23435	0.348753
34		2.61722	2.23435	0.349665
34		2.61722	2.23435	0.348649
34		2.61722	2.23435	0.35359
35		4.07927	1.99679	0.34917
35		4.07927	1.99679	0.346994
35		4.07927	1.99679	0.137298
35		4.07927	1.99679	0.348927
35		4.07927	1.99679	0.34917
35		4.07927	1.99679	0.350566
35		4.07927	1.99679	0.348753
35		4.07927	1.99679	0.350315
35		4.07927	1.99679	0.348927
35		4.07927	1.99679	0.348831
36		1.95953	2.13891	0.349864
36		1.95953	2.13891	0.351741
36		1.95953	2.13891	0.350315
36		1.95953	2.13891	0.345874
36		1.95953	2.13891	0.347972
36		1.95953	2.13891	0.349864
36		1.95953	2.13891	0.348649
36		1.95953	2.13891	0.348692
36		1.95953	2.13891	0.352077
36		1.95953	2.13891	0.348649
37		2.44421	3.81324	0.34917
37		2.44421	3.81324	0.348622
37		2.44421	3.81324	0.348927
37		2.44421	3.81324	0.346294
37		2.44421	3.81324	0.357413
37		2.44421	3.81324	0.0369798
37		2.44421	3.81324	0.347972
37		2.44421	3.81324	0.352077
37		2.44421	3.81324	0.350315
37		2.44421	3.81324	0.352077
38		4.14993	1.82204	0.35401
38		4.14993	1.82204	0.348692
38		4.14993	1.82204	0.348649
38		4.14993	1.82204	0.348649
38		4.14993	1.82204	0.34917
38		4.14993	1.82204	0.348831
38		4.14993	1.82204	0.348649
38		4.14993	1.82204	0.348753
38		4.14993	1.82204	0.348614
38		4.14993	1.82204	0.348692
39		3.3864	1.34263	0.349864
39		3.3864	1.34263	0.34904
39		3.3864	1.34263	0.348753
