0	3.5058	3	0.226662		3	3	3.5058	3		0	0	4.65202e-310	1		inf
1	3.5058	3	0.226662		3.5058	3	3.5058	0.899		0.376136	0.0387567	0.00127548	0		1
2	3.87516	3	0.202635		3.5058	3	3.87516	3		0	0	9.93072e-322	1		1
3	3.87516	3	0.202635		3.87516	3	3.87516	2.63253		0.426529	0.197301	0.0037068	0		0.666667
4	4.01665	3	0.157943		3.87516	3	4.01665	3		0	0	0	1		0.75
5	4.01665	3.7117	0.123059		4.01665	3	4.01665	3.7117		0	0	0	1		0.8
6	4.01665	3.7117	0.123059		4.01665	3.7117	3.59272	3.7117		0.32212	0.153393	0.00173831	0		0.666667
7	4.01665	3.83676	0.120216		4.01665	3.7117	4.01665	3.83676		0	0	0	1		0.714286
8	4.01665	3.83676	0.120216		4.01665	3.83676	3.48427	3.83676		0.422424	0.213095	0.000806103	0		0.625
9	4.01665	3.83676	0.120216		4.01665	3.83676	4.01665	5.28875		0.371153	0.178558	0.000848011	0		0.555556
10	4.01665	3.83676	0.120216		4.01665	3.83676	5.25925	3.83676		0.315566	0.140745	0.000904816	0		0.5
11	4.01665	3.83676	0.120216		4.01665	3.83676	4.01665	5.47907		0.32604	0.159731	0.00184887	0		0.454545
12	4.01665	3.83676	0.120216		4.01665	3.83676	2.84701	3.83676		0.392424	0.147235	0.000611422	0		0.416667
13	4.01665	3.29663	0.0681003		4.01665	3.83676	4.01665	3.29663		0	0	0	1		0.461538
14	4.01665	3.29663	0.0681003		4.01665	3.29663	5.31793	3.29663		0.385311	0.0685729	0.00152984	0		0.428571
15	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	4.15154		0.370294	0.125291	0.000797656	0		0.4
16	4.01665	3.29663	0.0681003		4.01665	3.29663	4.41873	3.29663		0.407929	0.175905	0.0006389	0		0.375
17	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.68172		0.316648	0.114813	0.000715931	0		0.352941
18	4.01665	3.29663	0.0681003		4.01665	3.29663	5.56981	3.29663		0.371152	0.127353	0.000786974	0		0.333333
19	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.9694		0.358807	0.155055	0.000620042	0		0.315789
20	4.01665	3.29663	0.0681003		4.01665	3.29663	4.23133	3.29663		0.333112	0.0288876	0.00303392	0		0.3
21	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.70113		0.398917	0.181309	0.000603419	0		0.285714
22	4.01665	3.29663	0.0681003		4.01665	3.29663	4.27784	3.29663		0.314541	0.166745	0.000610863	0		0.272727
23	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.42719		0.450016	0.0772181	0.00163568	0		0.26087
24	4.01665	3.29663	0.0681003		4.01665	3.29663	5.82949	3.29663		0.371586	0.144968	0.00069234	0		0.25
25	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	4.07171		0.281273	0.10857	0.000649343	0		0.24
26	4.01665	3.29663	0.0681003		4.01665	3.29663	2.33336	3.29663		0.19245	0.114398	0.00428417	0		0.230769
27	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.83863		0.364822	0.0891591	0.00110061	0		0.222222
28	4.01665	3.29663	0.0681003		4.01665	3.29663	3.3283	3.29663		0.358764	0.220063	0.00145924	0		0.214286
29	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	5.53916		0.366148	0.13422	0.00073438	0		0.206897
30	4.01665	3.29663	0.0681003		4.01665	3.29663	3.99659	3.29663		0.314384	0.181003	0.000994027	0		0.2
31	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.39212		0.258684	0.167719	0.0036881	0		0.193548
32	4.01665	3.29663	0.0681003		4.01665	3.29663	4.65556	3.29663		0.295549	0.124374	0.000604791	0		0.1875
33	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.54697		0.399739	0.129584	0.000846383	0		0.181818
34	4.01665	3.29663	0.0681003		4.01665	3.29663	2.44824	3.29663		0.244913	0.146694	0.00285464	0		0.176471
35	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	4.58272		0.277686	0.144331	0.000695247	0		0.171429
36	4.01665	3.29663	0.0681003		4.01665	3.29663	5.38504	3.29663		0.455518	0.176104	0.000727549	0		0.166667
37	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.34619		0.395205	0.0975151	0.00110934	0		0.162162
38	4.01665	3.29663	0.0681003		4.01665	3.29663	4.12764	3.29663		0.338982	0.144616	0.000619464	0		0.157895
39	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.21783		0.321372	0.112825	0.000742394	0		0.153846
40	4.01665	3.29663	0.0681003		4.01665	3.29663	3.10882	3.29663		0.40161	0.166004	0.000664418	0		0.15
41	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.34906		0.287671	0.208808	0.0047124	0		0.146341
42	4.01665	3.29663	0.0681003		4.01665	3.29663	3.28361	3.29663		0.275358	0.156124	0.00137834	0		0.142857
43	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	4.13236		0.392814	0.115263	0.000931668	0		0.139535
44	4.01665	3.29663	0.0681003		4.01665	3.29663	2.99715	3.29663		0.412303	0.168754	0.000674544	0		0.136364
45	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.65209		0.326924	0.127057	0.000673685	0		0.133333
46	4.01665	3.29663	0.0681003		4.01665	3.29663	3.72132	3.29663		0.344178	0.198261	0.000890029	0		0.130435
47	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.69619		0.285629	0.167214	0.00169988	0		0.12766
48	4.01665	3.29663	0.0681003		4.01665	3.29663	3.50431	3.29663		0.321567	0.215927	0.00323479	0		0.125
49	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	3.32927		0.344947	0.144507	0.000633581	0		0.122449
50	4.01665	3.29663	0.0681003		4.01665	3.29663	3.78694	3.29663		0.328478	0.160753	0.000535669	0		0.12
51	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	4.54389		0.379059	0.288089	0.00437609	0		0.117647
52	4.01665	3.29663	0.0681003		4.01665	3.29663	3.66073	3.29663		0.455407	0.179612	0.000713134	0		0.115385
53	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.81753		0.408575	0.196723	0.000572374	0		0.113208
54	4.01665	3.29663	0.0681003		4.01665	3.29663	5.58552	3.29663		0.338647	0.116158	0.000770272	0		0.111111
55	4.01665	3.29663	0.0681003		4.01665	3.29663	4.01665	2.50286		0.398311	0.182733	0.000597621	0		0.109091
56	2.64292	3.29663	0.047062		4.01665	3.29663	2.64292	3.29663		0	0	0	1		0.125
57	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.93061		0.361441	0.12919	0.000804781	0		0.122807
58	2.64292	3.29663	0.047062		2.64292	3.29663	2.76714	3.29663		0.378011	0.1715	0.00063819	0		0.12069
59	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.66796		0.265373	0.17095	0.00198802	0		0.118644
60	2.64292	3.29663	0.047062		2.64292	3.29663	2.13664	3.29663		0.351545	0.113759	0.000885171	0		0.116667
61	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	1.98556		0.351863	0.123435	0.000816637	0		0.114754
62	2.64292	3.29663	0.047062		2.64292	3.29663	2.91065	3.29663		0.424329	0.283184	0.00132136	0		0.112903
63	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.93379		0.464946	0.260044	0.000531448	0		0.111111
64	2.64292	3.29663	0.047062		2.64292	3.29663	2.48299	3.29663		0.309761	0.161795	0.000536963	0		0.109375
65	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.98829		0.33828	0.167296	0.000575682	0		0.107692
66	2.64292	3.29663	0.047062		2.64292	3.29663	2.59256	3.29663		0.336685	0.158857	0.000602944	0		0.106061
67	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.30249		0.236403	0.143593	0.00148612	0		0.104478
68	2.64292	3.29663	0.047062		2.64292	3.29663	2.19364	3.29663		0.444808	0.27912	0.000783835	0		0.102941
69	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.71495		0.267569	0.148722	0.000595427	0		0.101449
70	2.64292	3.29663	0.047062		2.64292	3.29663	3.20249	3.29663		0.300277	0.189153	0.00124345	0		0.1
71	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.58716		0.312102	0.0802484	0.00109226	0		0.0985915
72	2.64292	3.29663	0.047062		2.64292	3.29663	3.41458	3.29663		0.292925	0.116982	0.000695062	0		0.0972222
73	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	5.16752		0.278031	0.121464	0.000628867	0		0.0958904
74	2.64292	3.29663	0.047062		2.64292	3.29663	3.12573	3.29663		0.371483	0.113579	0.000944628	0		0.0945946
75	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	1.69501		0.434891	0.166435	0.000770631	0		0.0933333
76	2.64292	3.29663	0.047062		2.64292	3.29663	3.00299	3.29663		0.354396	0.173972	0.000584229	0		0.0921053
77	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.97531		0.348159	0.248218	0.00276139	0		0.0909091
78	2.64292	3.29663	0.047062		2.64292	3.29663	3.29158	3.29663		0.375936	0.144784	0.000751205	0		0.0897436
79	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.39058		0.268093	0.151918	0.000686056	0		0.0886076
80	2.64292	3.29663	0.047062		2.64292	3.29663	2.22178	3.29663		0.246635	0.142524	0.000864612	0		0.0875
81	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.08921		0.406847	0.111283	0.00106921	0		0.0864198
82	2.64292	3.29663	0.047062		2.64292	3.29663	3.10587	3.29663		0.428139	0.431684	0.0107901	0		0.0853659
83	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.63843		0.415095	0.213387	0.000570388	0		0.0843373
84	2.64292	3.29663	0.047062		2.64292	3.29663	2.70949	3.29663		0.253504	0.105449	0.000647449	0		0.0833333
85	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.18872		0.402073	0.195306	0.000601143	0		0.0823529
86	2.64292	3.29663	0.047062		2.64292	3.29663	3.95498	3.29663		0.466821	0.241412	0.000575032	0		0.0813953
87	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.73172		0.224521	0.111398	0.000526829	0		0.0804598
88	2.64292	3.29663	0.047062		2.64292	3.29663	1.28099	3.29663		0.330726	0.181248	0.000517585	0		0.0795455
89	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.8532		0.255087	0.106017	0.00064892	0		0.0786517
90	2.64292	3.29663	0.047062		2.64292	3.29663	2.6515	3.29663		0.310932	0.145741	0.000598769	0		0.0777778
91	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.40672		0.390905	0.210867	0.000539266	0		0.0769231
92	2.64292	3.29663	0.047062		2.64292	3.29663	3.94264	3.29663		0.416459	0.237771	0.000513792	0		0.076087
93	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.46679		0.313835	0.256422	0.00484743	0		0.0752688
94	2.64292	3.29663	0.047062		2.64292	3.29663	4.15609	3.29663		0.301047	0.142959	0.000587556	0		0.0744681
95	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.46165		0.289652	0.115854	0.00069249	0		0.0736842
96	2.64292	3.29663	0.047062		2.64292	3.29663	2.21028	3.29663		0.392998	0.268261	0.001837	0		0.0729167
97	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.91002		0.412088	0.155162	0.000778017	0		0.0721649
98	2.64292	3.29663	0.047062		2.64292	3.29663	3.21311	3.29663		0.309806	0.181256	0.000703555	0		0.0714286
99	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.06092		0.341212	0.137319	0.00070842	0		0.0707071
100	2.64292	3.29663	0.047062		2.64292	3.29663	3.32549	3.29663		0.260757	0.127604	0.000553836	0		0.07
101	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	5.50601		0.250954	0.128095	0.000526402	0		0.0693069
102	2.64292	3.29663	0.047062		2.64292	3.29663	2.08259	3.29663		0.43732	0.299183	0.00165746	0		0.0686275
103	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.57549		0.378649	0.234547	0.000820639	0		0.0679612
104	2.64292	3.29663	0.047062		2.64292	3.29663	1.98211	3.29663		0.319561	0.156507	0.000575815	0		0.0673077
105	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.3087		0.379843	0.151668	0.000725631	0		0.0666667
106	2.64292	3.29663	0.047062		2.64292	3.29663	3.89212	3.29663		0.331514	0.169549	0.000554836	0		0.0660377
107	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.96429		0.397708	0.267428	0.00157572	0		0.0654206
108	2.64292	3.29663	0.047062		2.64292	3.29663	3.51267	3.29663		0.261726	0.123314	0.000575701	0		0.0648148
109	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	3.24032		0.362944	0.190908	0.000547207	0		0.0642202
110	2.64292	3.29663	0.047062		2.64292	3.29663	2.95034	3.29663		0.470596	0.351399	0.0028551	0		0.0636364
111	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	2.37747		0.426898	0.170139	0.000738318	0		0.0630631
112	2.64292	3.29663	0.047062		2.64292	3.29663	1.37851	3.29663		0.35693	0.183009	0.000559956	0		0.0625
113	2.64292	3.29663	0.047062		2.64292	3.29663	2.64292	4.50582		0.373952	0.154886	0.000697978	0		0.0619469
