0	3.26438	3	0.28929		3	3	3.26438	3		0	0	4.67601e-310	1
1	3.26438	2.95981	0.199889		3.26438	3	3.26438	2.95981		0	0	1.46737e-321	1
2	3.33511	2.95981	0.148757		3.26438	2.95981	3.33511	2.95981		0	0	3.00392e-321	1
3	3.33511	2.95981	0.148757		3.33511	2.95981	3.33511	2.75632		0.283679	0.143659	0.00826389	0
4	3.33511	2.95981	0.148757		3.33511	2.95981	4.62565	2.95981		0.397891	0.151117	0.000545219	0
5	3.33511	3.07365	0.110839		3.33511	2.95981	3.33511	3.07365		0	0	0	1
6	3.33511	3.07365	0.110839		3.33511	3.07365	3.11778	3.07365		0.35332	0.211317	0.0035534	0
7	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	3.54541		0.341511	0.188179	0.00260705	0
8	3.33511	3.07365	0.110839		3.33511	3.07365	3.27368	3.07365		0.31738	0.2023	0.00524981	0
9	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	3.99102		0.343818	0.140546	0.000548214	0
10	3.33511	3.07365	0.110839		3.33511	3.07365	2.5363	3.07365		0.395551	0.169406	0.000555813	0
11	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	1.91186		0.433661	0.169012	0.00063168	0
12	3.33511	3.07365	0.110839		3.33511	3.07365	3.46732	3.07365		0.292193	0.14095	0.00187193	0
13	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	3.58107		0.466888	0.247484	0.000739157	0
14	3.33511	3.07365	0.110839		3.33511	3.07365	3.32544	3.07365		0.402426	0.191041	0.000504769	0
15	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	1.87114		0.446223	0.121785	0.000910755	0
16	3.33511	3.07365	0.110839		3.33511	3.07365	0.791726	3.07365		0.3069	0.138572	0.000816943	0
17	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	2.50445		0.276266	0.128822	0.00190221	0
18	3.33511	3.07365	0.110839		3.33511	3.07365	3.70613	3.07365		0.388511	0.141916	0.000647071	0
19	3.33511	3.07365	0.110839		3.33511	3.07365	3.33511	3.48098		0.339711	0.153927	0.000581674	0
20	3.33511	3.07365	0.110839		3.33511	3.07365	6.44558	3.07365		0.382071	0.0733592	0.00122275	0
21	3.33511	4.88073	0.0471585		3.33511	3.07365	3.33511	4.88073		0	0	0	1
22	3.33511	4.88073	0.0471585		3.33511	4.88073	2.81505	4.88073		0.23473	0.133534	0.000850228	0
23	3.33511	4.88073	0.0471585		3.33511	4.88073	3.33511	4.84481		0.266217	0.170522	0.00189634	0
24	3.33511	4.88073	0.0471585		3.33511	4.88073	2.95697	4.88073		0.323541	0.197283	0.000862426	0
25	3.33511	4.88073	0.0471585		3.33511	4.88073	3.33511	4.9876		0.348872	0.180616	0.000552445	0
26	3.33511	4.88073	0.0471585		3.33511	4.88073	4.03883	4.88073		0.373747	0.17642	0.000612213	0
27	3.33511	4.88073	0.0471585		3.33511	4.88073	3.33511	4.85231		0.340679	0.245399	0.00296606	0
28	3.33511	4.88073	0.0471585		3.33511	4.88073	3.7811	4.88073		0.270146	0.106448	0.000692777	0
29	3.33511	4.88073	0.0471585		3.33511	4.88073	3.33511	5.87032		0.397789	0.192512	0.000602341	0
30	3.33511	4.88073	0.0471585		3.33511	4.88073	3.85506	4.88073		0.28816	0.179818	0.00122445	0
31	3.33511	5.30878	0.249894		3.33511	4.88073	3.33511	5.30878		0.394236	0.16568	0.000692798	1
32	3.76611	5.30878	0.220151		3.33511	5.30878	3.76611	5.30878		0	0	0	1
33	3.76611	6.57082	0.0910294		3.76611	5.30878	3.76611	6.57082		0	0	0	1
34	3.76611	6.57082	0.0910294		3.76611	6.57082	5.48468	6.57082		0.359475	0.206053	0.00167696	0
35	3.76611	6.57082	0.0910294		3.76611	6.57082	3.76611	6.1209		0.388096	0.288677	0.004984	0
36	3.76611	6.57082	0.0910294		3.76611	6.57082	4.52934	6.57082		0.363658	0.208414	0.00161279	0
37	3.76611	6.57082	0.0910294		3.76611	6.57082	3.76611	6.44188		0.430672	0.188068	0.000597251	0
38	3.76611	6.57082	0.0910294		3.76611	6.57082	3.95718	6.57082		0.416823	0.212942	0.000505978	0
39	3.76611	7.30557	0.0700764		3.76611	6.57082	3.76611	7.30557		0	0	0	1
40	3.76611	7.30557	0.0700764		3.76611	7.30557	2.71767	7.30557		0.328001	0.183529	0.000847989	0
41	3.76611	6.52273	0.0663399		3.76611	7.30557	3.76611	6.52273		0	0	0	1
42	3.76611	6.52273	0.0663399		3.76611	6.52273	5.20842	6.52273		0.300813	0.171139	0.000963283	0
43	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	7.35401		0.379182	0.181255	0.000570805	0
44	3.76611	6.52273	0.0663399		3.76611	6.52273	3.02324	6.52273		0.39319	0.173701	0.000622298	0
45	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.19422		0.261533	0.1546	0.00216296	0
46	3.76611	6.52273	0.0663399		3.76611	6.52273	2.50621	6.52273		0.409951	0.314865	0.00423215	0
47	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.14082		0.332604	0.146424	0.000601382	0
48	3.76611	6.52273	0.0663399		3.76611	6.52273	4.07211	6.52273		0.354824	0.216648	0.00132918	0
49	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	5.94187		0.306297	0.136672	0.000580639	0
50	3.76611	6.52273	0.0663399		3.76611	6.52273	3.38218	6.52273		0.420149	0.124677	0.000938503	0
51	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	7.05138		0.373188	0.179311	0.000565935	0
52	3.76611	6.52273	0.0663399		3.76611	6.52273	2.74621	6.52273		0.3134	0.106105	0.000770047	0
53	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.1126		0.258421	0.152768	0.00222621	0
54	3.76611	6.52273	0.0663399		3.76611	6.52273	5.06107	6.52273		0.441527	0.385434	0.00700222	0
55	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	4.99565		0.280904	0.110326	0.000643176	0
56	3.76611	6.52273	0.0663399		3.76611	6.52273	4.8368	6.52273		0.313942	0.0740573	0.0011057	0
57	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	8.20624		0.244687	0.168343	0.00461716	0
58	3.76611	6.52273	0.0663399		3.76611	6.52273	4.32802	6.52273		0.319689	0.204495	0.00244889	0
59	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	3.65835		0.333789	0.230381	0.00339129	0
60	3.76611	6.52273	0.0663399		3.76611	6.52273	2.63086	6.52273		0.283715	0.164009	0.00140409	0
61	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.17524		0.274357	0.101145	0.000680152	0
62	3.76611	6.52273	0.0663399		3.76611	6.52273	2.6876	6.52273		0.272373	0.174148	0.00312312	0
63	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	7.65508		0.339131	0.161108	0.000559971	0
64	3.76611	6.52273	0.0663399		3.76611	6.52273	3.82466	6.52273		0.395233	0.329493	0.00608947	0
65	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	7.11347		0.265121	0.194218	0.00515649	0
66	3.76611	6.52273	0.0663399		3.76611	6.52273	4.58501	6.52273		0.300018	0.250378	0.0084806	0
67	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.09524		0.312829	0.300645	0.0161273	0
68	3.76611	6.52273	0.0663399		3.76611	6.52273	2.80991	6.52273		0.266074	0.14117	0.00081701	0
69	3.76611	6.52273	0.0663399		3.76611	6.52273	3.76611	6.60979		0.197929	0.113634	0.00342622	0
70	3.76611	6.52273	0.0663399		3.76611	6.52273	4.67762	6.52273		0.395932	0.212076	0.00051397	0
