0		1	1	0.348622	407	0	0
0		1	1	0.349483	396	0	0
0		1	1	0.350315	392	0	0
0		1	1	0.350081	393	0	0
0		1	1	0.0830731	383	1	1.28
0		1	1	0.356878	375	0	0
0		1	1	0.349225	386	1	0
0		1	1	0.347213	393	1	0
0		1	1	0.264626	387	1	0.37
0		1	1	0.0678969	400	2	1.205
1		0.746837	0.0719555	0.348831	401	0	0
1		0.746837	0.0719555	0.34917	398	0	0
1		0.746837	0.0719555	0.348622	405	0	0
1		0.746837	0.0719555	0.348614	406	0	0
1		0.746837	0.0719555	0.348927	400	0	0
1		0.746837	0.0719555	0.348622	407	0	0
1		0.746837	0.0719555	0.348649	404	0	0
1		0.746837	0.0719555	0.348753	402	0	0
1		0.746837	0.0719555	0.348927	412	0	0
1		0.746837	0.0719555	0.34904	413	0	0
2		0.0866842	2.39591	0.34661	416	1	0
2		0.0866842	2.39591	0.260455	406	1	0.37
2		0.0866842	2.39591	0.348649	404	0	0
2		0.0866842	2.39591	0.0804479	400	1	1.77
2		0.0866842	2.39591	0.348886	387	1	0
2		0.0866842	2.39591	0.349954	384	1	0
2		0.0866842	2.39591	0.266978	372	2	0.39
2		0.0866842	2.39591	0.369727	356	0	0
2		0.0866842	2.39591	0.32215	362	2	0.175
2		0.0866842	2.39591	0.368116	358	0	0
3		0.605046	2.81344	0.346994	418	1	0
3		0.605046	2.81344	0.348753	410	0	0
3		0.605046	2.81344	0.350081	393	0	0
3		0.605046	2.81344	0.346294	398	1	0
3		0.605046	2.81344	0.345953	401	1	0
3		0.605046	2.81344	0.346163	399	1	0
3		0.605046	2.81344	0.0506443	402	1	1.35
3		0.605046	2.81344	0.346994	394	1	0
3		0.605046	2.81344	0.35243	385	0	0
3		0.605046	2.81344	0.36096	368	0	0
4		0.986732	1.32895	0.100766	396	1	1.86
4		0.986732	1.32895	0.348831	401	0	0
4		0.986732	1.32895	0.347213	393	1	0
4		0.986732	1.32895	0.284517	415	2	0.26
4		0.986732	1.32895	0.234693	438	2	0.53
4		0.986732	1.32895	0.0333653	411	3	1.34333
4		0.986732	1.32895	0.0568881	413	2	1.26
4		0.986732	1.32895	0.267286	392	1	0.35
4		0.986732	1.32895	0.279553	384	1	0.31
4		0.986732	1.32895	0.366563	360	0	0
5		1.19664	2.797	0.350315	392	0	0
5		1.19664	2.797	0.0506529	414	1	1.58
5		1.19664	2.797	0.134377	397	1	2.02
5		1.19664	2.797	0.109676	392	1	1.89
5		1.19664	2.797	0.0724445	382	1	1.53
5		1.19664	2.797	0.0776539	396	3	1.16
5		1.19664	2.797	0.109925	375	1	1.77
5		1.19664	2.797	0.126931	380	2	1.94
5		1.19664	2.797	0.120822	376	1	1.85
5		1.19664	2.797	0.135932	360	1	1.75
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
6		-0.128882	3.43278	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
7		-0.0678511	2.19848	0.348927	400	0	0
8		0.494109	2.85195	0.351174	431	1	0
8		0.494109	2.85195	0.367012	456	1	0
8		0.494109	2.85195	0.364599	453	1	0
8		0.494109	2.85195	0.359497	446	1	0
8		0.494109	2.85195	0.367012	456	1	0
8		0.494109	2.85195	0.362321	450	1	0
8		0.494109	2.85195	0.374085	464	1	0
8		0.494109	2.85195	0.384166	474	1	0
8		0.494109	2.85195	0.397942	486	1	0
8		0.494109	2.85195	0.367012	456	1	0
9		2.80065	2.03253	0.17049	424	1	0.79
9		2.80065	2.03253	0.117515	446	2	1.215
9		2.80065	2.03253	0.189937	476	2	1.145
9		2.80065	2.03253	0.177833	473	2	1.205
9		2.80065	2.03253	0.122002	451	2	1.275
9		2.80065	2.03253	0.11129	450	2	1.41
9		2.80065	2.03253	0.145129	464	3	1.58667
9		2.80065	2.03253	0.159058	460	1	1.81
9		2.80065	2.03253	0.200975	446	1	2.21
9		2.80065	2.03253	0.21512	438	1	2.32
10		2.22592	2.01689	0.348622	405	0	0
10		2.22592	2.01689	0.348753	402	0	0
10		2.22592	2.01689	0.348564	424	1	0
10		2.22592	2.01689	0.358178	444	1	0
10		2.22592	2.01689	0.297918	446	1	0.28
10		2.22592	2.01689	0.234884	435	1	0.53
10		2.22592	2.01689	0.135763	448	1	1.14
10		2.22592	2.01689	0.0889594	438	1	1.52
10		2.22592	2.01689	0.0834648	430	2	1.715
10		2.22592	2.01689	0.289677	441	1	0.3
11		0.834542	2.57892	0.346443	415	1	0
11		0.834542	2.57892	0.349225	426	1	0
11		0.834542	2.57892	0.351614	432	1	0
11		0.834542	2.57892	0.348649	404	0	0
11		0.834542	2.57892	0.346994	394	1	0
11		0.834542	2.57892	0.350315	392	0	0
11		0.834542	2.57892	0.351741	387	0	0
11		0.834542	2.57892	0.345768	408	1	0
11		0.834542	2.57892	0.345733	406	1	0
11		0.834542	2.57892	0.346049	412	1	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
12		-0.76776	4.80627	0.348927	400	0	0
13		1.58132	2.33019	0.34904	399	0	0
13		1.58132	2.33019	0.349864	394	0	0
13		1.58132	2.33019	0.169784	412	1	0.77
13		1.58132	2.33019	0.345812	403	1	0
13		1.58132	2.33019	0.129224	410	1	0.95
13		1.58132	2.33019	0.348649	408	0	0
13		1.58132	2.33019	0.051026	414	1	1.37
13		1.58132	2.33019	0.118485	430	1	1.07
13		1.58132	2.33019	0.117218	430	2	1.05
13		1.58132	2.33019	0.237483	436	2	0.51
14		1.71731	2.3877	0.351119	389	0	0
14		1.71731	2.3877	0.129077	386	1	1.96
14		1.71731	2.3877	0.109256	404	1	1.04
14		1.71731	2.3877	0.0988166	393	1	1.84
14		1.71731	2.3877	0.277812	388	1	0.31
14		1.71731	2.3877	0.3528	384	0	0
14		1.71731	2.3877	0.129224	410	1	0.95
14		1.71731	2.3877	0.0388198	420	3	1.4
14		1.71731	2.3877	0.110187	408	3	1.95
14		1.71731	2.3877	0.35537	378	0	0
15		0.517082	1.51362	0.348753	402	0	0
15		0.517082	1.51362	0.351741	387	0	0
15		0.517082	1.51362	0.358531	372	0	0
15		0.517082	1.51362	0.372254	353	0	0
15		0.517082	1.51362	0.301845	380	1	0.22
15		0.517082	1.51362	0.307061	389	1	0.18
15		0.517082	1.51362	0.309785	396	1	0.16
15		0.517082	1.51362	0.310723	392	1	0.16
15		0.517082	1.51362	0.315733	405	1	0.13
15		0.517082	1.51362	0.321481	417	1	0.11
16		0.77869	4.78017	0.346443	415	1	0
16		0.77869	4.78017	0.349318	397	0	0
16		0.77869	4.78017	0.348927	400	0	0
16		0.77869	4.78017	0.0727574	415	1	1.72
16		0.77869	4.78017	0.275948	425	1	0.32
16		0.77869	4.78017	0.351174	431	1	0
16		0.77869	4.78017	0.356923	442	1	0
16		0.77869	4.78017	0.359497	446	1	0
16		0.77869	4.78017	0.375033	465	1	0
16		0.77869	4.78017	0.371326	461	1	0
17		1.17072	3.56533	0.345874	410	1	0
17		1.17072	3.56533	0.34917	398	0	0
17		1.17072	3.56533	0.351422	388	0	0
17		1.17072	3.56533	0.295344	412	1	0.22
17		1.17072	3.56533	0.315794	428	1	0.15
17		1.17072	3.56533	0.295066	409	1	0.22
17		1.17072	3.56533	0.238318	398	1	0.47
17		1.17072	3.56533	0.104592	383	1	1.14
17		1.17072	3.56533	0.35537	378	0	0
17		1.17072	3.56533	0.125638	410	2	0.945
18		0.00167987	2.60604	0.355856	377	0	0
18		0.00167987	2.60604	0.374909	350	0	0
18		0.00167987	2.60604	0.38676	338	0	0
18		0.00167987	2.60604	0.391128	334	0	0
18		0.00167987	2.60604	0.203483	336	2	1.02
18		0.00167987	2.60604	0.174295	352	2	1
18		0.00167987	2.60604	0.199105	341	2	0.975
18		0.00167987	2.60604	0.220691	362	3	0.65
18		0.00167987	2.60604	0.209697	372	3	0.65
18		0.00167987	2.60604	0.202634	380	3	0.65
19		0.870907	2.43304	0.34917	398	0	0
19		0.870907	2.43304	0.356359	376	0	0
19		0.870907	2.43304	0.360878	364	1	0
19		0.870907	2.43304	0.366563	360	0	0
19		0.870907	2.43304	0.363639	364	0	0
19		0.870907	2.43304	0.267079	382	1	0.37
19		0.870907	2.43304	0.149238	370	1	0.99
19		0.870907	2.43304	0.154242	384	1	0.88
19		0.870907	2.43304	0.145749	398	1	0.88
19		0.870907	2.43304	0.113076	394	1	1.04
20		1.44053	1.61863	0.350315	392	0	0
20		1.44053	1.61863	0.194079	394	1	0.67
20		1.44053	1.61863	0.145983	404	1	2.08
20		1.44053	1.61863	0.34917	398	0	0
20		1.44053	1.61863	0.0791196	392	1	1.73
20		1.44053	1.61863	0.0401874	406	1	1.46
20		1.44053	1.61863	0.171779	398	1	2.19
20		1.44053	1.61863	0.0971805	387	1	1.8
20		1.44053	1.61863	0.0648091	410	2	1.215
20		1.44053	1.61863	0.0557587	397	3	1.25667
21		0.595801	0.906882	0.351422	388	0	0
21		0.595801	0.906882	0.0741464	384	1	1.61
21		0.595801	0.906882	0.223501	403	2	0.52
21		0.595801	0.906882	0.346994	394	1	0
21		0.595801	0.906882	0.0947671	384	1	1.19
21		0.595801	0.906882	0.100446	376	1	1.24
21		0.595801	0.906882	0.162253	368	1	2.02
21		0.595801	0.906882	0.171979	363	1	0.92
21		0.595801	0.906882	0.188166	369	1	0.79
21		0.595801	0.906882	0.353541	376	1	0
22		0.782398	0.696302	0.348831	411	0	0
22		0.782398	0.696302	0.348649	404	0	0
22		0.782398	0.696302	0.243123	408	2	0.435
22		0.782398	0.696302	0.348831	411	0	0
22		0.782398	0.696302	0.299023	435	1	0.24
22		0.782398	0.696302	0.318266	444	1	0.18
22		0.782398	0.696302	0.295379	428	1	0.24
22		0.782398	0.696302	0.112405	420	1	1.05
22		0.782398	0.696302	0.349318	415	0	0
22		0.782398	0.696302	0.34917	414	0	0
23		1.00791	2.48492	0.351422	388	0	0
23		1.00791	2.48492	0.102033	369	1	1.38
