0		2	1	0.34904	399	0	0	4.28434
0		2	1	0.350834	390	0	0	4.27224
0		2	1	0.349864	394	0	0	4.28222
0		2	1	0.351422	388	0	0	4.27012
0		2	1	0.349483	396	0	0	4.26911
0		2	1	0.3528	384	0	0	4.27204
0		2	1	0.112439	385	1	1.87	4.26601
0		2	1	0.157973	380	1	0.88	4.26729
0		2	1	0.120277	360	1	1.5	4.27644
0		2	1	0.143165	374	2	0.97	4.25809
0		2	1	0.360329	369	0	0	4.26569
0		2	1	0.357413	374	0	0	4.28071
0		2	1	0.357964	373	0	0	4.26051
0		2	1	0.357413	374	0	0	4.26159
0		2	1	0.35359	382	0	0	4.2676
0		2	1	0.353187	383	0	0	4.25813
0		2	1	0.144746	402	1	0.88	4.23443
0		2	1	0.0732674	399	1	1.73	4.25601
0		2	1	0.167943	396	1	2.17	4.25295
0		2	1	0.123486	394	2	1.985	4.26369
0		2	1	0.111105	390	2	1.915	4.26801
0		2	1	0.351741	387	0	0	4.29167
0		2	1	0.3528	384	0	0	4.28418
0		2	1	0.356878	375	0	0	4.30007
0		2	1	0.365071	362	0	0	4.28451
0		2	1	0.358531	372	0	0	4.27889
0		2	1	0.359714	370	0	0	4.28844
0		2	1	0.356359	376	0	0	4.29039
0		2	1	0.240749	390	1	0.47	4.2851
0		2	1	0.354447	380	0	0	4.28017
0		2	1	0.276651	409	1	0.3	4.25701
0		2	1	0.349483	396	0	0	4.27684
0		2	1	0.3528	384	0	0	4.27258
0		2	1	0.357964	373	0	0	4.27489
0		2	1	0.17464	377	1	2.14	4.28323
0		2	1	0.362268	366	0	0	4.28401
0		2	1	0.362268	366	0	0	4.27874
0		2	1	0.366563	360	0	0	4.29102
0		2	1	0.365071	362	0	0	4.2768
0		2	1	0.375822	349	0	0	4.26902
0		2	1	0.380594	344	0	0	4.25945
0		2	1	0.373124	352	0	0	4.2668
0		2	1	0.38676	338	0	0	4.25331
0		2	1	0.183321	341	1	1.82	4.23458
0		2	1	0.396864	329	0	0	4.25753
0		2	1	0.404134	323	0	0	4.25976
0		2	1	0.410502	318	0	0	4.24326
0		2	1	0.413124	316	0	0	4.25419
0		2	1	0.410696	316	1	0	4.25322
0		2	1	0.251447	334	2	0.715	4.26566
0		2	1	0.397942	326	1	0	4.27594
0		2	1	0.23001	335	2	0.84	4.27033
0		2	1	0.395692	330	0	0	4.2728
0		2	1	0.404134	323	0	0	4.26187
0		2	1	0.393386	332	0	0	4.23701
0		2	1	0.396864	329	0	0	4.23547
0		2	1	0.3857	339	0	0	4.24565
0		2	1	0.307426	365	1	0.24	4.19965
0		2	1	0.287041	395	1	0.26	4.08179
0		2	1	0.248078	384	1	0.45	4.11533
0		2	1	0.206873	386	1	0.63	4.09237
0		2	1	0.14191	380	1	0.96	4.1294
0		2	1	0.086491	384	1	1.71	4.16085
0		2	1	0.131475	394	1	2	4.18585
0		2	1	0.10672	410	1	1.9	4.18201
0		2	1	0.170805	409	1	2.19	4.21768
0		2	1	0.349864	418	0	0	4.23708
0		2	1	0.348614	406	0	0	4.26826
0		2	1	0.350566	421	0	0	4.26807
0		2	1	0.351741	425	0	0	4.26179
0		2	1	0.349483	416	0	0	4.27435
0		2	1	0.350566	421	0	0	4.25987
0		2	1	0.348649	404	0	0	4.2744
0		2	1	0.348753	410	0	0	4.28273
0		2	1	0.0797201	422	1	1.72	4.27821
0		2	1	0.1086	433	1	1.15	4.25811
0		2	1	0.0846257	436	1	1.52	4.26913
0		2	1	0.146206	453	1	1.82	4.28096
0		2	1	0.363639	448	0	0	4.27568
0		2	1	0.368116	454	0	0	4.28247
0		2	1	0.36096	444	0	0	4.28
0		2	1	0.263143	452	1	0.47	4.27555
0		2	1	0.360329	443	0	0	4.28765
0		2	1	0.355856	435	0	0	4.29445
0		2	1	0.348831	411	0	0	4.28891
0		2	1	0.34917	398	0	0	4.2816
0		2	1	0.349483	396	0	0	4.25641
0		2	1	0.3528	384	0	0	4.28129
0		2	1	0.349864	394	0	0	4.28769
0		2	1	0.351422	388	0	0	4.25285
0		2	1	0.3528	384	0	0	4.25632
0		2	1	0.360329	369	0	0	4.24153
0		2	1	0.366563	360	0	0	4.25108
0		2	1	0.36096	368	0	0	4.25809
0		2	1	0.359114	371	0	0	4.26701
0		2	1	0.368116	358	0	0	4.25792
0		2	1	0.380594	344	0	0	4.26299
0		2	1	0.301319	362	1	0.28	4.22637
0		2	1	0.106237	378	2	1.14	4.23658
0		2	1	0.113598	386	2	1.045	4.24029
0		2	1	0.108229	376	1	1.77	4.25711
0		2	1	0.064251	386	1	1.52	4.22495
0		2	1	0.14823	383	1	2.04	4.25438
0		2	1	0.21252	391	1	2.36	4.2579
0		2	1	0.350834	390	0	0	4.2784
0		2	1	0.349864	394	0	0	4.27036
0		2	1	0.349665	395	0	0	4.26555
0		2	1	0.128514	423	1	1.97	4.25591
0		2	1	0.107484	440	2	1.2	4.24815
0		2	1	0.112401	448	2	1.645	4.23798
0		2	1	0.0972187	437	1	1.67	4.26287
0		2	1	0.136955	449	2	1.84	4.27297
0		2	1	0.358531	440	0	0	4.2782
0		2	1	0.125712	445	1	1.78	4.29317
0		2	1	0.356878	437	0	0	4.30077
0		2	1	0.359714	442	0	0	4.28498
0		2	1	0.17137	442	1	0.87	4.28548
0		2	1	0.355856	435	0	0	4.27203
0		2	1	0.34917	414	0	0	4.26696
0		2	1	0.176272	433	2	0.78	4.26128
0		2	1	0.350081	419	0	0	4.26889
0		2	1	0.359714	442	0	0	4.28235
0		2	1	0.113091	448	2	1.3	4.28669
0		2	1	0.138758	446	1	1.86	4.27546
0		2	1	0.359114	441	0	0	4.2926
0		2	1	0.3549	433	0	0	4.29051
0		2	1	0.348649	408	0	0	4.28278
0		2	1	0.079841	417	1	1.75	4.30113
0		2	1	0.348753	402	0	0	4.29206
0		2	1	0.349318	397	0	0	4.28517
0		2	1	0.349318	415	0	0	4.27944
0		2	1	0.348622	405	0	0	4.2689
0		2	1	0.35243	427	0	0	4.27017
0		2	1	0.352077	426	0	0	4.27238
0		2	1	0.350834	422	0	0	4.2897
0		2	1	0.348831	411	0	0	4.26874
0		2	1	0.363065	451	1	0	4.21095
0		2	1	0.355731	440	1	0	4.24238
0		2	1	0.279389	432	1	0.32	4.27563
0		2	1	0.123896	438	1	1.85	4.27563
0		2	1	0.135175	443	1	1.87	4.27405
0		2	1	0.119378	446	1	1.71	4.271
0		2	1	0.374909	462	0	0	4.28778
0		2	1	0.369727	456	0	0	4.28328
0		2	1	0.356878	437	0	0	4.26952
0		2	1	0.351741	425	0	0	4.24728
0		2	1	0.3528	428	0	0	4.28018
0		2	1	0.352545	434	1	0	4.28075
0		2	1	0.221734	446	1	0.64	4.26766
0		2	1	0.0947671	428	1	1.19	4.26009
0		2	1	0.348831	411	0	0	4.25629
0		2	1	0.348753	410	0	0	4.25136
0		2	1	0.349318	397	0	0	4.26858
0		2	1	0.35359	382	0	0	4.26835
0		2	1	0.362946	365	0	0	4.28529
0		2	1	0.371397	354	0	0	4.28978
0		2	1	0.380594	344	0	0	4.27463
0		2	1	0.37401	351	0	0	4.27467
0		2	1	0.374909	350	0	0	4.28688
0		2	1	0.38676	338	0	0	4.26323
0		2	1	0.373124	352	0	0	4.272
0		2	1	0.362268	366	0	0	4.26101
0		2	1	0.352545	378	1	0	4.24595
0		2	1	0.225354	386	2	0.535	4.2283
0		2	1	0.220304	397	1	0.55	4.18361
0		2	1	0.195087	398	1	0.66	4.17702
0		2	1	0.0691223	390	1	1.65	4.22052
0		2	1	0.0669016	402	1	1.25	4.13967
0		2	1	0.0633017	410	1	1.27	4.11667
0		2	1	0.134665	434	1	1.01	4.0128
0		2	1	0.107676	430	1	1.13	4.03661
0		2	1	0.120551	433	1	1.08	4.01041
0		2	1	0.0876091	436	1	1.37	4.02796
0		2	1	0.126985	452	1	1.3	3.94655
0		2	1	0.147544	461	1	1.66	3.96344
0		2	1	0.17801	469	1	1.81	3.99652
0		2	1	0.195088	470	1	1.94	4.00634
0		2	1	0.193358	468	3	1.98667	4.09012
0		2	1	0.197224	464	2	2.055	4.11203
0		2	1	0.253579	468	1	2.33	4.18353
0		2	1	0.177163	476	1	1.51	4.2015
0		2	1	0.181501	473	2	1.79	4.18518
0		2	1	0.163905	472	2	1.45	4.19032
0		2	1	0.127382	455	1	1.51	4.24858
0		2	1	0.368914	455	0	0	4.26207
0		2	1	0.365071	450	0	0	4.26063
0		2	1	0.362946	447	0	0	4.26529
0		2	1	0.363639	448	0	0	4.24892
0		2	1	0.350081	419	0	0	4.28443
0		2	1	0.352077	426	0	0	4.25404
0		2	1	0.214836	451	2	0.69	4.26953
0		2	1	0.130392	457	2	1.6	4.27391
0		2	1	0.376749	464	0	0	4.28844
0		2	1	0.361606	445	0	0	4.29431
0		2	1	0.127943	444	1	1.81	4.29839
0		2	1	0.369727	456	0	0	4.28663
0		2	1	0.362268	446	0	0	4.28106
0		2	1	0.356878	437	0	0	4.30024
0		2	1	0.350834	422	0	0	4.29593
0		2	1	0.149596	418	1	0.87	4.29671
0		2	1	0.349318	397	0	0	4.28318
0		2	1	0.0570977	392	1	1.57	4.28517
0		2	1	0.137958	394	1	2.03	4.27569
0		2	1	0.269566	420	1	0.34	4.27567
0		2	1	0.170924	416	1	0.77	4.28014
0		2	1	0.157885	407	1	0.82	4.28063
0		2	1	0.34917	414	0	0	4.27182
0		2	1	0.349318	415	0	0	4.26973
0		2	1	0.348692	409	0	0	4.24892
0		2	1	0.348831	411	0	0	4.25333
0		2	1	0.349225	426	1	0	4.24438
0		2	1	0.197434	434	1	0.7	4.22998
0		2	1	0.220007	462	1	0.76	4.16371
0		2	1	0.213784	470	1	0.88	4.15843
0		2	1	0.167468	456	1	1.02	4.2254
0		2	1	0.237426	478	1	0.82	4.17394
0		2	1	0.154632	466	1	1.57	4.19051
0		2	1	0.196112	456	1	2.11	4.22914
0		2	1	0.274114	472	1	2.41	4.26426
0		2	1	0.200311	476	1	1.88	4.26205
0		2	1	0.198509	466	1	2.02	4.28696
0		2	1	0.255098	481	1	0.74	4.28062
0		2	1	0.284963	494	1	0.7	4.25499
0		2	1	0.361501	522	1	0.54	4.18844
0		2	1	0.304338	521	1	1.03	4.20981
0		2	1	0.323582	528	1	0.99	4.19173
0		2	1	0.269646	512	1	1.71	4.23958
0		2	1	0.229542	494	2	1.79	4.27387
0		2	1	0.304549	513	1	2.11	4.25703
0		2	1	0.289207	498	1	2.23	4.28395
0		2	1	0.411807	495	0	0	4.29259
0		2	1	0.301781	520	1	1.92	4.27713
0		2	1	0.305683	529	1	1.51	4.29764
0		2	1	0.473347	536	0	0	4.289
0		2	1	0.502619	553	0	0	4.27779
0		2	1	0.518815	562	0	0	4.28356
0		2	1	0.509762	557	0	0	4.30295
0		2	1	0.399413	568	3	1.4	4.30466
0		2	1	0.431262	574	1	1.97	4.28582
